gene,logFC,AveExpr,PValue,FDR,timepoint,cell_type
GZMB,-0.1800462675,0.45672113875,0.590021344470267,0.952172658678843,1_month,Lymphocyte
CD40LG,0.39760805,4.0263798,0.0951237345021134,0.947888740027352,1_month,Lymphocyte
CXCR4,0.000127875000000444,7.0651469625,0.999016730190208,0.999910970609383,1_month,Memory CD4+ T Cell
CTLA4,0.163209,4.1665495,0.592743201843741,0.940465020569642,1_month,Memory CD4+ T Cell
PDCD1,0.0128034750000001,2.5937726625,0.969115182228332,0.996414777020746,1_month,Memory CD4+ T Cell
CCR4,0.3578213,3.961673175,0.151016364857163,0.940465020569642,1_month,Memory CD4+ T Cell
TIGIT,-0.0388721249999997,3.3000669625,0.858582376141215,0.980604108501547,1_month,Memory CD4+ T Cell
GZMK,-1.712508125,3.7231419625,0.100945432854025,0.940465020569642,1_month,Memory CD4+ T Cell
GZMA,-1.61819545,3.346750225,0.0903786104955106,0.940465020569642,1_month,Memory CD4+ T Cell
HAVCR2,-0.184811025,1.4564782125,0.512583375070899,0.940465020569642,1_month,Memory CD4+ T Cell
CCR6,-0.36542265,4.515379325,0.142575802258071,0.940465020569642,1_month,Memory CD4+ T Cell
ITGB1,-0.301194725,5.6226778125,0.313371669854342,0.940465020569642,1_month,Memory CD4+ T Cell
PRF1,-0.343246625,2.1847068375,0.491012653937323,0.940465020569642,1_month,Memory CD4+ T Cell
CXCR5,-0.142260625,2.7603440125,0.679267939605667,0.952869983470873,1_month,Memory CD4+ T Cell
LAG3,-0.826957,2.087180425,0.0561011133327706,0.940465020569642,1_month,Memory CD4+ T Cell
GZMB,0.09683561,0.2431665075,0.357207507805066,0.940465020569642,1_month,Memory CD4+ T Cell
CD40LG,0.4413628,4.04243055,0.145010661335009,0.940465020569642,1_month,Memory CD4+ T Cell
CXCR4,-0.300415325,6.6061692125,0.166577636711202,0.986743532407149,1_month,Naive CD4+ T Cell
CTLA4,0.133572575,4.1501284625,0.64463377872083,0.98815866617947,1_month,Naive CD4+ T Cell
PDCD1,-0.324603975,1.5477848375,0.750507733050592,0.990479561275727,1_month,Naive CD4+ T Cell
CCR4,0.17562555,3.497671675,0.459768881459457,0.986743532407149,1_month,Naive CD4+ T Cell
TIGIT,0.1382402,3.103761075,0.714668922938484,0.990479561275727,1_month,Naive CD4+ T Cell
GZMK,-1.342028475,2.9639085375,0.118747266707871,0.986743532407149,1_month,Naive CD4+ T Cell
GZMA,-0.1444376,2.570326925,0.723516154375925,0.990479561275727,1_month,Naive CD4+ T Cell
HAVCR2,0.736057275,2.5665372625,0.0795260594772632,0.986743532407149,1_month,Naive CD4+ T Cell
CCR6,-0.242253725,3.7018113125,0.626769254947799,0.987663198556078,1_month,Naive CD4+ T Cell
ITGB1,-0.0368082749999994,5.3174530375,0.899788920376399,0.998067232102532,1_month,Naive CD4+ T Cell
PRF1,0.0630188000000005,3.5671391,0.85480479100199,0.995939500686519,1_month,Naive CD4+ T Cell
