gene,logFC,AveExpr,t,PValue,FDR,B,DE_status,timepoint,cell_type
CTLA4,-0.167288653724631,0.44468262,-1.03432327471025,0.31865117551134,0.887482244044316,-4.63919832425213,NS,6_month,NK Cell
LAG3,-0.427474753334872,2.12147188066667,-0.837777219023082,0.416333482389159,0.904765462446427,-4.71356103434051,NS,6_month,NK Cell
TNF,-0.321370224930813,4.14685093333333,-0.834845149169679,0.417927401769918,0.904765462446427,-4.71457237020151,NS,6_month,NK Cell
PDCD1,-0.155119729660978,0.351696135333333,-0.828235326323619,0.421535228606725,0.905273679489606,-4.71684121009226,NS,6_month,NK Cell
TIGIT,0.100496271010149,3.90262988,0.739020357314846,0.472194273227717,0.916992001876564,-4.74594002510836,NS,6_month,NK Cell
ITGB1,0.0573145027444646,5.25397149333333,0.678183913960532,0.50879173924445,0.924229209679554,-4.76410777169616,NS,6_month,NK Cell
GZMB,0.0750814669741686,7.39463441333333,0.676504640910422,0.509824938595497,0.92485085173159,-4.76458948791035,NS,6_month,NK Cell
CCR4,-0.0722868323800738,0.0773590333333333,-0.673312404536331,0.511792372110344,0.92495506819588,-4.76550225295493,NS,6_month,NK Cell
ISG15,0.0930224032749063,4.680252,0.593862118481077,0.562147924351847,0.933148417640591,-4.78695372123532,NS,6_month,NK Cell
GZMK,-0.0640743857011064,4.22710305333333,-0.418916884559921,0.681680095184532,0.953583931408804,-4.82529710868434,NS,6_month,NK Cell
PRF1,0.0551967601014773,6.93851849333333,0.37806599081498,0.711094166449928,0.9573638110083,-4.83242628385657,NS,6_month,NK Cell
CXCR5,-0.0383242090521219,0.478511863333333,-0.227631980116624,0.82324756276237,0.971337905011931,-4.85251865010477,NS,6_month,NK Cell
CD40LG,-0.0252190329404983,0.416400154666667,-0.108243119883584,0.915350281831353,0.984744851756574,-4.86142712754339,NS,6_month,NK Cell
