gene,logFC,AveExpr,t,PValue,FDR,B,DE_status,timepoint,cell_type
IFIT3,0.771043032355305,2.92352418666667,1.14081579261884,0.274362226497306,0.967373261342044,-4.59613225976898,NS,1_month,CD8 T Cell
GZMK,-0.572596499497588,5.40512840666667,-1.32288747777502,0.208488259733016,0.967373261342044,-4.5095517320793,NS,1_month,CD8 T Cell
CCR4,-0.509474413502814,1.435348386,-1.3648607232107,0.195268141336485,0.967373261342044,-4.48843291633139,NS,1_month,CD8 T Cell
CXCR5,-0.409792070699356,1.69423407333333,-1.66198582803044,0.120231515137554,0.967373261342044,-4.32878170429248,NS,1_month,CD8 T Cell
GZMA,-0.409092416901125,5.98462942,-1.69599960191461,0.11349244439883,0.967373261342044,-4.30954897407304,NS,1_month,CD8 T Cell
PDCD1,-0.39346608380225,2.77411112666667,-1.98997804075605,0.0678704770116207,0.967373261342044,-4.13758022875726,NS,1_month,CD8 T Cell
CTLA4,-0.301409275562701,2.35644208,-1.63350305844942,0.126141373090661,0.967373261342044,-4.34475580541782,NS,1_month,CD8 T Cell
TNF,0.196473793689711,4.63813842,0.82201371249627,0.425769664649299,0.967373261342044,-4.72435744488124,NS,1_month,CD8 T Cell
PRF1,-0.189865370096464,5.30834172666667,-0.798375939272662,0.438878779866315,0.967373261342044,-4.73250625430537,NS,1_month,CD8 T Cell
LAG3,-0.172348420136657,4.25759251333333,-1.39724271812681,0.185544761434341,0.967373261342044,-4.47186988167147,NS,1_month,CD8 T Cell
TIGIT,0.131345931571544,3.55116761333333,0.657516522732087,0.522228336205175,0.967373261342044,-4.77675557791776,NS,1_month,CD8 T Cell
CXCR4,-0.112354089067527,7.32893446,-0.86414394968807,0.403045854169012,0.967373261342044,-4.709338747995,NS,1_month,CD8 T Cell
ALAS2,-0.258854819067524,0.555759391666667,-0.475925449824787,0.641962018998839,0.971952541248958,-4.82224429093479,NS,1_month,CD8 T Cell
